p sp 100 4989
a 71 31 679
a 71 32 193
a 71 33 59
a 71 34 437
a 71 37 86
a 71 39 165
a 71 40 41
a 71 43 950
a 71 46 430
a 71 49 494
a 71 50 898
a 71 51 740
a 71 52 827
a 71 53 83
a 71 54 427
a 71 55 54
a 71 56 541
a 71 57 669
a 71 58 131
a 71 60 458
a 71 64 717
a 71 65 560
a 71 68 911
a 71 69 53
a 71 72 72
a 71 73 593
a 71 75 586
a 71 77 274
a 71 79 125
a 71 80 660
a 71 81 811
a 71 84 468
a 71 86 636
a 71 89 630
a 71 90 708
a 71 93 524
a 71 94 889
a 71 95 400
a 71 97 137
a 72 5 416
a 72 6 933
a 72 8 222
a 72 9 881
a 72 10 401
a 72 11 811
a 72 12 196
a 72 14 305
a 72 16 294
a 72 21 155
a 72 24 165
a 72 25 188
a 72 27 954
a 72 30 863
a 72 31 135
a 72 43 903
a 72 44 135
a 72 45 83
a 72 46 205
a 72 47 573
a 72 52 455
a 72 53 406
a 72 54 709
a 72 55 299
a 72 56 411
a 72 57 230
a 72 59 787
a 72 60 573
a 72 65 352
a 72 68 269
a 72 69 526
a 72 70 684
a 72 73 779
a 72 74 765
a 72 78 813
a 72 80 295
a 72 82 296
a 72 83 799
a 72 85 6
a 72 86 264
a 72 87 382
a 72 88 928
a 72 90 178
a 72 91 743
a 72 93 784
a 72 94 771
a 72 97 549
a 72 98 761
a 72 99 281
a 72 100 540
a 73 1 128
a 73 2 893
a 73 3 618
a 73 4 712
a 73 5 113
a 73 6 220
a 73 7 5
a 73 8 292
a 73 14 1
a 73 16 310
a 73 17 569
a 73 18 816
a 73 19 75
a 73 23 814
a 73 26 927
a 73 27 411
a 73 28 194
a 73 29 897
a 73 32 696
a 73 33 10
a 73 34 460
a 73 36 631
a 73 37 60
a 73 39 825
a 73 40 257
a 73 43 896
a 73 44 77
a 73 45 241
a 73 50 813
a 73 52 292
a 73 53 822
a 73 56 849
a 73 60 941
a 73 64 474
a 73 66 618
a 73 67 813
a 73 69 133
a 73 70 831
a 73 71 416
a 73 72 653
a 73 74 158
a 73 77 185
a 73 81 534
a 73 83 951
a 73 85 397
a 73 89 208
a 73 90 775
a 73 94 684
a 73 96 873
a 73 97 979
a 73 100 209
a 74 1 464
a 74 4 929
a 74 6 330
a 74 7 367
a 74 12 149
a 74 13 13
a 74 17 698
a 74 18 538
a 74 19 22
a 74 20 536
a 74 21 513
a 74 22 84
a 74 23 484
a 74 26 697
a 74 30 520
a 74 32 369
a 74 33 703
a 74 35 991
a 74 41 829
a 74 42 85
a 74 43 220
a 74 44 914
a 74 50 381
a 74 52 531
a 74 53 340
a 74 58 595
a 74 59 106
a 74 60 623
a 74 62 939
a 74 63 402
a 74 64 866
a 74 65 763
a 74 66 982
a 74 67 136
a 74 68 945
a 74 70 446
a 74 71 578
a 74 72 791
a 74 75 771
a 74 79 960
a 74 80 783
a 74 84 27
a 74 85 894
a 74 86 832
a 74 87 505
a 74 88 511
a 74 89 498
a 74 90 456
a 74 91 433
a 74 97 277
a 74 98 239
a 74 99 575
a 75 3 373
a 75 4 531
a 75 5 810
a 75 7 422
a 75 10 579
a 75 11 955
a 75 12 288
a 75 13 843
a 75 14 64
a 75 16 148
a 75 18 578
a 75 19 979
a 75 20 831
a 75 21 941
a 75 25 331
a 75 28 444
a 75 30 832
a 75 31 331
a 75 32 569
a 75 33 245
a 75 36 993
a 75 41 585
a 75 43 25
a 75 44 784
a 75 45 54
a 75 46 861
a 75 47 109
a 75 55 825
a 75 56 728
a 75 57 475
a 75 58 807
a 75 60 711
a 75 62 308
a 75 63 952
a 75 66 310
a 75 67 9
a 75 68 122
a 75 69 827
a 75 70 501
a 75 74 381
a 75 76 694
a 75 77 554
a 75 79 123
a 75 80 577
a 75 81 695
a 75 83 304
a 75 84 694
a 75 89 434
a 75 90 843
a 75 91 326
a 75 93 385
a 75 95 91
a 75 97 569
a 75 98 462
a 75 99 528
a 76 1 865
a 76 2 354
a 76 3 871
a 76 4 976
a 76 6 169
a 76 7 946
a 76 8 110
a 76 9 761
a 76 12 387
a 76 13 400
a 76 16 343
a 76 23 123
a 76 25 642
a 76 26 346
a 76 28 408
a 76 29 732
a 76 33 773
a 76 35 600
a 76 39 593
a 76 41 659
a 76 42 679
a 76 43 183
a 76 44 830
a 76 45 69
a 76 46 627
a 76 48 160
a 76 49 965
a 76 50 99
a 76 52 635
a 76 55 741
a 76 56 322
a 76 58 869
a 76 59 316
a 76 62 8
a 76 63 943
a 76 65 767
a 76 67 7
a 76 68 78
a 76 70 206
a 76 71 753
a 76 73 16
a 76 75 52
a 76 78 766
a 76 79 721
a 76 80 930
a 76 81 967
a 76 82 572
a 76 86 942
a 76 87 907
a 76 91 605
a 76 97 803
a 77 7 891
a 77 8 330
a 77 9 785
a 77 10 714
a 77 12 695
a 77 13 119
a 77 14 727
a 77 15 658
a 77 18 710
a 77 22 113
a 77 23 119
a 77 24 426
a 77 26 288
a 77 31 502
a 77 32 667
a 77 33 765
a 77 36 252
a 77 39 677
a 77 40 368
a 77 41 602
a 77 42 447
a 77 43 388
a 77 44 145
a 77 45 246
a 77 46 405
a 77 47 992
a 77 49 303
a 77 50 191
a 77 54 301
a 77 55 808
a 77 56 151
a 77 59 120
a 77 60 676
a 77 62 520
a 77 66 815
a 77 67 568
a 77 68 833
a 77 69 793
a 77 75 200
a 77 76 274
a 77 78 531
a 77 79 194
a 77 80 567
a 77 82 809
a 77 83 536
a 77 85 595
a 77 86 628
a 77 87 1
a 77 89 49
a 77 95 975
a 77 99 614
a 78 3 873
a 78 4 534
a 78 6 759
a 78 7 27
a 78 8 280
a 78 9 973
a 78 12 961
a 78 13 62
a 78 15 417
a 78 16 447
a 78 17 303
a 78 20 697
a 78 21 633
a 78 22 629
a 78 23 20
a 78 24 400
a 78 26 158
a 78 32 967
a 78 33 675
a 78 34 626
a 78 36 809
a 78 37 296
a 78 39 440
a 78 41 324
a 78 43 438
a 78 44 780
a 78 46 335
a 78 48 303
a 78 49 568
a 78 51 563
a 78 53 534
a 78 57 738
a 78 60 558
a 78 63 23
a 78 64 667
a 78 65 674
a 78 66 737
a 78 68 565
a 78 71 562
a 78 72 684
a 78 74 756
a 78 77 325
a 78 81 585
a 78 84 294
a 78 85 644
a 78 86 645
a 78 87 351
a 78 89 685
a 78 90 438
a 78 92 269
a 78 96 367
a 78 97 247
a 78 98 11
a 78 99 221
a 78 100 716
a 79 1 52
a 79 2 866
a 79 5 960
a 79 8 97
a 79 9 32
a 79 10 376
a 79 12 894
a 79 13 942
a 79 16 503
a 79 20 699
a 79 28 413
a 79 29 342
a 79 33 895
a 79 35 671
a 79 38 479
a 79 40 727
a 79 42 958
a 79 44 199
a 79 49 691
a 79 53 558
a 79 54 694
a 79 58 297
a 79 60 603
a 79 61 166
a 79 62 944
a 79 63 888
a 79 64 54
a 79 65 279
a 79 66 322
a 79 67 403
a 79 68 831
a 79 70 35
a 79 73 231
a 79 74 418
a 79 75 351
a 79 76 488
a 79 77 253
a 79 80 790
a 79 85 590
a 79 90 144
a 79 92 405
a 79 94 372
a 79 95 793
a 79 98 337
a 79 99 40
a 80 3 867
a 80 8 720
a 80 9 304
a 80 12 477
a 80 13 804
a 80 16 328
a 80 20 282
a 80 22 964
a 80 23 151
a 80 24 259
a 80 25 945
a 80 28 166
a 80 30 810
a 80 31 928
a 80 32 536
a 80 34 869
a 80 35 199
a 80 41 222
a 80 44 176
a 80 45 385
a 80 47 364
a 80 48 566
a 80 49 477
a 80 51 726
a 80 52 34
a 80 55 518
a 80 56 441
a 80 58 230
a 80 59 168
a 80 60 208
a 80 62 87
a 80 63 126
a 80 64 782
a 80 66 87
a 80 67 87
a 80 68 182
a 80 70 809
a 80 71 237
a 80 72 70
a 80 73 29
a 80 74 517
a 80 77 294
a 80 79 895
a 80 83 845
a 80 88 414
a 80 89 684
a 80 90 150
a 80 94 591
a 80 95 513
a 80 96 618
a 80 97 824
a 80 98 90
a 81 1 978
a 81 3 473
a 81 4 951
a 81 6 266
a 81 7 749
a 81 8 481
a 81 10 89
a 81 11 494
a 81 13 355
a 81 15 85
a 81 17 828
a 81 21 0
a 81 23 419
a 81 24 626
a 81 25 390
a 81 26 609
a 81 27 87
a 81 28 568
a 81 31 898
a 81 35 649
a 81 36 536
a 81 39 71
a 81 40 63
a 81 41 220
a 81 42 280
a 81 43 687
a 81 45 466
a 81 50 152
a 81 51 459
a 81 55 988
a 81 57 290
a 81 58 250
a 81 59 578
a 81 60 171
a 81 61 19
a 81 64 626
a 81 65 594
a 81 66 741
a 81 70 197
a 81 71 78
a 81 72 232
a 81 74 917
a 81 76 758
a 81 79 774
a 81 80 979
a 81 83 933
a 81 91 533
a 81 92 608
a 81 94 83
a 81 98 952
a 81 100 606
a 82 1 96
a 82 2 812
a 82 3 791
a 82 6 164
a 82 7 946
a 82 8 524
a 82 13 233
a 82 16 286
a 82 20 460
a 82 21 520
a 82 23 47
a 82 25 422
a 82 28 607
a 82 30 740
a 82 31 582
a 82 36 315
a 82 38 589
a 82 40 179
a 82 41 470
a 82 43 526
a 82 45 243
a 82 46 496
a 82 47 227
a 82 50 478
a 82 55 900
a 82 56 666
a 82 58 758
a 82 59 389
a 82 60 239
a 82 63 516
a 82 65 150
a 82 66 872
a 82 67 226
a 82 68 44
a 82 69 286
a 82 77 545
a 82 83 894
a 82 85 312
a 82 86 385
a 82 91 827
a 82 92 230
a 82 95 678
a 82 97 994
a 82 98 801
a 82 99 700
a 82 100 269
a 83 1 720
a 83 4 626
a 83 5 909
a 83 7 565
a 83 8 480
a 83 9 884
a 83 11 435
a 83 13 351
a 83 15 526
a 83 19 295
a 83 20 659
a 83 23 46
a 83 24 22
a 83 25 509
a 83 26 247
a 83 27 498
a 83 30 896
a 83 31 120
a 83 32 230
a 83 33 761
a 83 36 21
a 83 38 147
a 83 42 68
a 83 43 86
a 83 44 562
a 83 45 634
a 83 51 296
a 83 52 771
a 83 53 30
a 83 54 322
a 83 62 84
a 83 63 177
a 83 65 333
a 83 68 738
a 83 69 800
a 83 78 353
a 83 81 8
a 83 85 219
a 83 86 656
a 83 90 660
a 83 92 872
a 83 94 251
a 83 96 927
a 83 100 640
a 84 1 707
a 84 3 344
a 84 4 803
a 84 5 635
a 84 6 551
a 84 9 582
a 84 10 463
a 84 12 273
a 84 14 556
a 84 16 0
a 84 17 471
a 84 18 435
a 84 20 851
a 84 28 176
a 84 29 533
a 84 31 435
a 84 32 4
a 84 33 18
a 84 34 523
a 84 36 953
a 84 40 154
a 84 41 404
a 84 42 107
a 84 46 931
a 84 47 764
a 84 51 107
a 84 52 364
a 84 54 624
a 84 55 822
a 84 57 0
a 84 58 719
a 84 60 243
a 84 62 930
a 84 63 401
a 84 64 634
a 84 66 235
a 84 67 812
a 84 68 183
a 84 70 518
a 84 71 148
a 84 73 725
a 84 74 422
a 84 75 677
a 84 76 147
a 84 78 141
a 84 79 5
a 84 80 417
a 84 82 252
a 84 86 842
a 84 87 51
a 84 89 285
a 84 90 454
a 84 91 608
a 84 96 71
a 84 98 587
a 85 2 251
a 85 3 534
a 85 4 956
a 85 5 189
a 85 6 477
a 85 8 702
a 85 9 920
a 85 10 39
a 85 16 474
a 85 18 359
a 85 19 160
a 85 20 77
a 85 21 931
a 85 22 989
a 85 23 956
a 85 26 652
a 85 27 289
a 85 28 759
a 85 30 684
a 85 36 7
a 85 37 735
a 85 40 575
a 85 42 40
a 85 44 374
a 85 45 776
a 85 46 318
a 85 49 657
a 85 50 700
a 85 51 481
a 85 53 738
a 85 54 660
a 85 56 249
a 85 58 265
a 85 59 783
a 85 62 974
a 85 64 668
a 85 65 635
a 85 66 289
a 85 71 607
a 85 74 740
a 85 75 629
a 85 76 60
a 85 77 343
a 85 78 658
a 85 84 199
a 85 87 834
a 85 90 882
a 85 95 454
a 85 96 836
a 85 97 201
a 85 100 295
a 86 7 161
a 86 8 768
a 86 12 908
a 86 14 108
a 86 15 558
a 86 17 403
a 86 20 385
a 86 22 732
a 86 23 866
a 86 25 16
a 86 26 11
a 86 28 291
a 86 30 913
a 86 32 762
a 86 34 896
a 86 35 652
a 86 38 834
a 86 40 152
a 86 41 872
a 86 42 999
a 86 47 467
a 86 48 895
a 86 50 221
a 86 52 146
a 86 55 664
a 86 56 947
a 86 57 742
a 86 61 73
a 86 64 220
a 86 65 363
a 86 67 877
a 86 68 311
a 86 69 228
a 86 70 524
a 86 76 698
a 86 77 794
a 86 80 558
a 86 81 230
a 86 82 209
a 86 84 77
a 86 87 278
a 86 88 921
a 86 90 800
a 86 93 249
a 86 95 200
a 86 96 824
a 86 100 736
a 87 1 64
a 87 3 419
a 87 4 423
a 87 6 328
a 87 7 582
a 87 8 630
a 87 10 516
a 87 11 100
a 87 13 176
a 87 14 14
a 87 15 488
a 87 17 188
a 87 18 330
a 87 19 477
a 87 23 253
a 87 24 283
a 87 26 422
a 87 27 499
a 87 29 121
a 87 32 762
a 87 33 460
a 87 34 437
a 87 35 779
a 87 36 959
a 87 40 470
a 87 42 476
a 87 44 840
a 87 45 398
a 87 50 247
a 87 53 852
a 87 54 970
a 87 55 311
a 87 61 324
a 87 62 373
a 87 64 524
a 87 65 823
a 87 66 313
a 87 67 97
a 87 69 718
a 87 70 512
a 87 71 919
a 87 72 255
a 87 74 974
a 87 77 195
a 87 78 76
a 87 79 663
a 87 83 155
a 87 84 37
a 87 86 737
a 87 88 788
a 87 90 707
a 87 91 35
a 87 94 243
a 87 95 119
a 87 97 500
a 87 98 827
a 87 99 159
a 87 100 703
a 88 2 802
a 88 4 642
a 88 5 549
a 88 7 139
a 88 10 52
a 88 11 162
a 88 12 347
a 88 15 50
a 88 16 365
a 88 17 331
a 88 20 647
a 88 24 496
a 88 25 263
a 88 30 806
a 88 31 12
a 88 33 610
a 88 34 632
a 88 36 931
a 88 37 331
a 88 44 743
a 88 45 850
a 88 47 853
a 88 49 947
a 88 51 596
a 88 53 907
a 88 56 331
a 88 57 985
a 88 59 125
a 88 60 788
a 88 62 153
a 88 63 743
a 88 64 663
a 88 65 286
a 88 70 281
a 88 71 362
a 88 73 524
a 88 75 853
a 88 78 266
a 88 79 2
a 88 82 260
a 88 84 350
a 88 85 298
a 88 89 700
a 88 90 801
a 88 91 410
a 88 92 240
a 88 94 324
a 88 97 476
a 88 99 874
a 88 100 847
a 89 2 294
a 89 5 644
a 89 6 206
a 89 8 381
a 89 9 524
a 89 15 737
a 89 16 920
a 89 19 823
a 89 26 199
a 89 28 3
a 89 30 677
a 89 34 673
a 89 35 559
a 89 36 408
a 89 37 243
a 89 39 760
a 89 43 203
a 89 44 285
a 89 45 208
a 89 48 6
a 89 50 985
a 89 51 672
a 89 52 827
a 89 54 520
a 89 55 498
a 89 59 889
a 89 63 388
a 89 64 22
a 89 66 589
a 89 67 326
a 89 69 681
a 89 70 699
a 89 73 16
a 89 75 981
a 89 83 455
a 89 86 203
a 89 91 86
a 89 92 932
a 89 93 956
a 89 95 349
a 89 96 319
a 89 98 927
a 89 99 310
a 89 100 107
a 90 3 377
a 90 7 426
a 90 8 240
a 90 11 468
a 90 13 556
a 90 14 46
a 90 15 815
a 90 17 773
a 90 19 815
a 90 20 708
a 90 21 104
a 90 22 493
a 90 23 602
a 90 27 566
a 90 29 134
a 90 30 254
a 90 31 148
a 90 33 159
a 90 36 2
a 90 38 664
a 90 41 747
a 90 45 723
a 90 46 264
a 90 48 27
a 90 49 863
a 90 52 758
a 90 53 930
a 90 54 385
a 90 58 741
a 90 60 733
a 90 61 751
a 90 63 367
a 90 65 745
a 90 66 907
a 90 67 390
a 90 69 450
a 90 70 729
a 90 73 541
a 90 74 825
a 90 76 156
a 90 77 514
a 90 78 306
a 90 80 772
a 90 82 647
a 90 85 965
a 90 86 739
a 90 87 316
a 90 88 988
a 90 91 66
a 90 95 295
a 90 96 822
a 90 98 241
a 91 2 308
a 91 4 699
a 91 5 816
a 91 6 452
a 91 7 640
a 91 8 553
a 91 11 60
a 91 13 54
a 91 14 802
a 91 16 131
a 91 17 595
a 91 18 988
a 91 20 882
a 91 21 558
a 91 24 512
a 91 28 448
a 91 30 131
a 91 32 278
a 91 35 3
a 91 36 916
a 91 38 506
a 91 41 9
a 91 45 994
a 91 46 571
a 91 47 174
a 91 49 264
a 91 57 908
a 91 59 156
a 91 60 392
a 91 61 296
a 91 62 551
a 91 63 759
a 91 65 917
a 91 66 702
a 91 67 406
a 91 69 864
a 91 70 708
a 91 71 17
a 91 72 44
a 91 75 658
a 91 77 347
a 91 79 332
a 91 80 783
a 91 81 378
a 91 82 405
a 91 83 360
a 91 87 52
a 91 92 595
a 91 93 803
a 91 95 729
a 91 96 946
a 91 97 414
a 91 98 174
a 92 1 470
a 92 6 722
a 92 8 731
a 92 9 468
a 92 13 920
a 92 23 875
a 92 25 847
a 92 27 346
a 92 30 563
a 92 31 430
a 92 32 159
a 92 35 571
a 92 36 461
a 92 37 902
a 92 40 137
a 92 42 103
a 92 43 628
a 92 44 658
a 92 47 334
a 92 48 423
a 92 53 432
a 92 57 124
a 92 58 310
a 92 60 578
a 92 62 530
a 92 65 134
a 92 66 361
a 92 67 367
a 92 72 921
a 92 73 594
a 92 76 213
a 92 81 943
a 92 87 49
a 92 88 225
a 92 89 92
a 92 90 718
a 92 93 912
a 92 95 65
a 92 97 134
a 93 1 457
a 93 4 411
a 93 6 679
a 93 7 405
a 93 8 199
a 93 9 761
a 93 10 373
a 93 11 628
a 93 12 661
a 93 15 905
a 93 19 640
a 93 20 327
a 93 22 989
a 93 23 730
a 93 25 956
a 93 27 561
a 93 28 51
a 93 30 66
a 93 32 219
a 93 34 384
a 93 36 5
a 93 37 621
a 93 38 180
a 93 39 369
a 93 41 512
a 93 42 330
a 93 43 893
a 93 46 63
a 93 48 334
a 93 52 65
a 93 54 792
a 93 57 387
a 93 64 915
a 93 66 687
a 93 69 735
a 93 70 422
a 93 72 691
a 93 73 71
a 93 75 902
a 93 77 651
a 93 78 304
a 93 81 762
a 93 83 357
a 93 86 787
a 93 90 770
a 93 92 500
a 93 96 247
a 93 97 557
a 94 2 348
a 94 3 926
a 94 4 164
a 94 5 968
a 94 9 115
a 94 12 151
a 94 13 996
a 94 14 13
a 94 16 909
a 94 19 941
a 94 20 184
a 94 21 522
a 94 22 234
a 94 24 570
a 94 29 963
a 94 36 674
a 94 38 400
a 94 39 114
a 94 44 837
a 94 45 954
a 94 48 868
a 94 51 154
a 94 53 22
a 94 55 734
a 94 57 974
a 94 58 144
a 94 59 413
a 94 61 506
a 94 62 879
a 94 66 847
a 94 67 33
a 94 68 588
a 94 70 600
a 94 72 950
a 94 74 64
a 94 76 315
a 94 77 194
a 94 79 971
a 94 81 615
a 94 82 533
a 94 83 284
a 94 85 563
a 94 86 715
a 94 91 945
a 94 95 429
a 94 96 444
a 94 97 668
a 94 98 963
a 94 99 179
a 95 3 460
a 95 5 90
a 95 6 841
a 95 7 341
a 95 8 363
a 95 10 571
a 95 11 853
a 95 15 966
a 95 19 759
a 95 22 656
a 95 23 488
a 95 24 191
a 95 26 924
a 95 27 663
a 95 31 14
a 95 33 302
a 95 34 850
a 95 35 356
a 95 36 68
a 95 37 945
a 95 40 661
a 95 41 759
a 95 42 289
a 95 44 556
a 95 51 699
a 95 52 396
a 95 57 379
a 95 58 784
a 95 61 623
a 95 62 536
a 95 64 49
a 95 72 5
a 95 73 429
a 95 74 464
a 95 75 486
a 95 76 903
a 95 78 242
a 95 84 481
a 95 85 266
a 95 86 365
a 95 87 301
a 95 88 822
a 95 89 757
a 95 92 661
a 95 93 495
a 95 97 327
a 95 98 902
a 95 99 174
a 96 1 184
a 96 3 655
a 96 4 703
a 96 5 22
a 96 7 610
a 96 9 903
a 96 12 922
a 96 15 54
a 96 17 205
a 96 23 546
a 96 24 742
a 96 25 559
a 96 28 910
a 96 29 971
a 96 31 998
a 96 32 461
a 96 36 411
a 96 37 789
a 96 39 225
a 96 40 272
a 96 41 296
a 96 42 425
a 96 43 937
a 96 46 947
a 96 50 226
a 96 51 835
a 96 54 258
a 96 55 389
a 96 56 49
a 96 57 914
a 96 60 702
a 96 62 337
a 96 64 743
a 96 65 868
a 96 68 922
a 96 70 994
a 96 71 948
a 96 74 268
a 96 75 391
a 96 76 526
a 96 77 114
a 96 79 629
a 96 82 372
a 96 83 902
a 96 85 374
a 96 89 340
a 96 91 94
a 96 94 309
a 96 95 286
a 96 97 800
a 96 100 412
a 97 1 986
a 97 3 471
a 97 5 315
a 97 6 62
a 97 7 944
a 97 13 931
a 97 16 117
a 97 17 786
a 97 19 812
a 97 21 150
a 97 22 245
a 97 24 155
a 97 26 836
a 97 27 294
a 97 28 415
a 97 29 32
a 97 33 86
a 97 35 476
a 97 36 403
a 97 38 916
a 97 39 687
a 97 40 500
a 97 41 135
a 97 42 716
a 97 46 295
a 97 51 908
a 97 52 346
a 97 59 928
a 97 60 233
a 97 63 451
a 97 64 20
a 97 65 383
a 97 66 504
a 97 69 68
a 97 70 357
a 97 73 901
a 97 77 69
a 97 78 395
a 97 82 130
a 97 83 251
a 97 85 509
a 97 88 376
a 97 89 529
a 97 91 478
a 97 93 199
a 97 95 695
a 97 96 762
a 97 99 95
a 98 1 642
a 98 5 861
a 98 6 955
a 98 7 570
a 98 8 76
a 98 11 838
a 98 16 60
a 98 17 839
a 98 18 153
a 98 19 352
a 98 20 335
a 98 21 621
a 98 22 96
a 98 29 184
a 98 31 359
a 98 33 507
a 98 36 568
a 98 37 114
a 98 39 867
a 98 44 30
a 98 47 257
a 98 51 285
a 98 53 816
a 98 56 861
a 98 59 550
a 98 60 898
a 98 61 65
a 98 62 270
a 98 63 211
a 98 64 8
a 98 65 415
a 98 69 511
a 98 70 409
a 98 74 928
a 98 77 674
a 98 80 439
a 98 81 830
a 98 82 561
a 98 84 918
a 98 85 746
a 98 87 517
a 98 89 140
a 98 90 818
a 98 91 796
a 98 93 904
a 98 94 21
a 98 95 625
a 98 100 90
a 99 1 481
a 99 2 153
a 99 4 609
a 99 6 779
a 99 11 187
a 99 12 29
a 99 13 372
a 99 15 757
a 99 16 675
a 99 17 248
a 99 20 981
a 99 21 361
a 99 22 796
a 99 23 610
a 99 24 649
a 99 26 542
a 99 27 318
a 99 28 337
a 99 29 831
a 99 31 366
a 99 33 237
a 99 35 365
a 99 36 544
a 99 37 245
a 99 40 139
a 99 41 69
a 99 43 916
a 99 44 293
a 99 45 838
a 99 46 862
a 99 48 511
a 99 49 923
a 99 52 88
a 99 54 111
a 99 55 57
a 99 56 224
a 99 57 328
a 99 58 907
a 99 59 584
a 99 60 446
a 99 62 866
a 99 64 896
a 99 66 162
a 99 67 475
a 99 71 47
a 99 73 580
a 99 74 848
a 99 76 355
a 99 78 258
a 99 79 235
a 99 81 730
a 99 82 926
a 99 85 895
a 99 86 972
a 99 88 656
a 99 89 714
a 99 90 998
a 99 92 722
a 99 93 830
a 99 94 408
a 99 95 564
a 99 97 783
a 99 100 809
a 100 1 461
a 100 2 99
a 100 3 418
a 100 4 224
a 100 5 547
a 100 8 52
a 100 10 910
a 100 11 288
a 100 13 798
a 100 14 819
a 100 15 840
a 100 18 117
a 100 19 823
a 100 21 814
a 100 22 651
a 100 25 911
a 100 27 35
a 100 28 158
a 100 30 542
a 100 33 692
a 100 38 989
a 100 39 933
a 100 41 541
a 100 42 188
a 100 48 830
a 100 51 209
a 100 53 682
a 100 58 791
a 100 60 70
a 100 61 987
a 100 62 45
a 100 68 551
a 100 72 247
a 100 74 798
a 100 75 535
a 100 76 481
a 100 79 127
a 100 81 289
a 100 84 116
a 100 87 213
a 100 89 122
a 100 90 112
a 100 91 35
a 100 95 136
a 100 96 772
a 100 97 364
a 100 98 93
a 100 99 264
