p sp 100 4946
a 72 9 249
a 72 10 157
a 72 11 368
a 72 15 59
a 72 16 983
a 72 20 618
a 72 21 939
a 72 22 350
a 72 25 683
a 72 26 778
a 72 29 32
a 72 31 858
a 72 33 954
a 72 35 910
a 72 37 738
a 72 38 902
a 72 40 682
a 72 41 347
a 72 42 141
a 72 44 960
a 72 46 872
a 72 48 384
a 72 50 895
a 72 51 426
a 72 53 495
a 72 54 788
a 72 55 816
a 72 61 504
a 72 64 493
a 72 65 614
a 72 66 440
a 72 67 602
a 72 69 225
a 72 73 363
a 72 74 361
a 72 76 228
a 72 79 246
a 72 80 690
a 72 86 478
a 72 89 242
a 72 92 459
a 72 95 371
a 72 96 829
a 72 97 14
a 72 100 500
a 73 2 662
a 73 3 41
a 73 5 506
a 73 9 468
a 73 11 478
a 73 12 883
a 73 13 634
a 73 14 836
a 73 16 154
a 73 18 633
a 73 21 249
a 73 23 75
a 73 25 130
a 73 26 659
a 73 28 709
a 73 30 205
a 73 31 54
a 73 36 142
a 73 38 930
a 73 41 871
a 73 42 739
a 73 43 527
a 73 45 655
a 73 46 499
a 73 47 451
a 73 49 986
a 73 50 971
a 73 56 374
a 73 63 112
a 73 64 639
a 73 66 94
a 73 68 31
a 73 69 477
a 73 70 374
a 73 74 67
a 73 75 182
a 73 76 843
a 73 78 525
a 73 79 900
a 73 81 893
a 73 82 18
a 73 84 816
a 73 85 351
a 73 91 682
a 73 93 241
a 73 95 541
a 73 96 599
a 73 97 512
a 73 98 924
a 73 100 279
a 74 1 692
a 74 3 389
a 74 6 291
a 74 7 118
a 74 10 453
a 74 12 733
a 74 13 769
a 74 14 69
a 74 15 824
a 74 16 62
a 74 17 898
a 74 18 651
a 74 20 261
a 74 23 915
a 74 25 448
a 74 28 295
a 74 29 561
a 74 30 388
a 74 31 895
a 74 32 155
a 74 33 482
a 74 35 898
a 74 37 620
a 74 38 692
a 74 39 817
a 74 41 19
a 74 42 624
a 74 43 564
a 74 45 202
a 74 46 113
a 74 49 829
a 74 50 476
a 74 52 607
a 74 54 757
a 74 55 472
a 74 56 154
a 74 58 577
a 74 59 584
a 74 62 319
a 74 63 367
a 74 65 2
a 74 66 719
a 74 69 814
a 74 75 349
a 74 76 723
a 74 77 613
a 74 78 614
a 74 79 656
a 74 80 551
a 74 81 642
a 74 86 974
a 74 89 46
a 74 90 683
a 74 92 564
a 74 95 803
a 74 96 903
a 74 97 256
a 74 98 944
a 74 99 197
a 74 100 396
a 75 2 331
a 75 3 80
a 75 9 404
a 75 10 171
a 75 11 81
a 75 12 333
a 75 13 607
a 75 14 574
a 75 15 228
a 75 17 573
a 75 18 986
a 75 20 447
a 75 23 520
a 75 24 979
a 75 26 689
a 75 29 622
a 75 32 826
a 75 37 774
a 75 43 394
a 75 45 749
a 75 48 90
a 75 49 669
a 75 51 717
a 75 52 131
a 75 53 362
a 75 54 481
a 75 55 228
a 75 56 817
a 75 59 146
a 75 60 899
a 75 63 110
a 75 64 219
a 75 66 966
a 75 68 524
a 75 69 790
a 75 71 453
a 75 74 229
a 75 79 537
a 75 80 305
a 75 81 147
a 75 82 350
a 75 84 739
a 75 85 824
a 75 87 35
a 75 88 22
a 75 89 934
a 75 90 840
a 75 91 940
a 75 92 875
a 75 93 984
a 75 94 780
a 75 97 785
a 75 100 431
a 76 2 1
a 76 3 691
a 76 6 733
a 76 7 548
a 76 8 499
a 76 10 48
a 76 11 256
a 76 12 44
a 76 15 726
a 76 19 311
a 76 22 637
a 76 23 901
a 76 25 790
a 76 26 233
a 76 33 554
a 76 36 139
a 76 37 443
a 76 38 219
a 76 40 509
a 76 41 926
a 76 43 579
a 76 44 717
a 76 46 135
a 76 50 432
a 76 53 964
a 76 55 636
a 76 56 984
a 76 57 109
a 76 59 950
a 76 61 232
a 76 63 456
a 76 64 995
a 76 65 348
a 76 66 628
a 76 69 73
a 76 71 325
a 76 74 104
a 76 81 805
a 76 82 460
a 76 83 33
a 76 84 278
a 76 86 768
a 76 87 504
a 76 91 855
a 76 92 162
a 76 94 674
a 76 96 235
a 76 97 873
a 76 100 632
a 77 2 434
a 77 3 332
a 77 4 512
a 77 6 431
a 77 8 789
a 77 9 226
a 77 12 155
a 77 13 375
a 77 14 349
a 77 15 909
a 77 16 968
a 77 18 250
a 77 22 493
a 77 24 224
a 77 25 813
a 77 26 211
a 77 30 132
a 77 31 887
a 77 35 153
a 77 36 479
a 77 37 756
a 77 39 503
a 77 40 401
a 77 41 973
a 77 45 134
a 77 46 999
a 77 47 704
a 77 50 203
a 77 54 118
a 77 60 283
a 77 63 97
a 77 64 749
a 77 65 91
a 77 66 329
a 77 68 774
a 77 70 169
a 77 75 7
a 77 78 974
a 77 81 983
a 77 82 30
a 77 85 325
a 77 86 212
a 77 87 780
a 77 91 569
a 77 93 748
a 77 94 383
a 77 95 863
a 77 96 445
a 77 97 411
a 77 99 579
a 77 100 672
a 78 2 234
a 78 5 734
a 78 7 674
a 78 11 100
a 78 12 684
a 78 13 96
a 78 14 178
a 78 15 488
a 78 18 58
a 78 21 70
a 78 23 220
a 78 25 369
a 78 26 444
a 78 27 536
a 78 28 639
a 78 29 433
a 78 34 970
a 78 35 527
a 78 37 923
a 78 38 98
a 78 39 207
a 78 42 101
a 78 43 318
a 78 44 958
a 78 45 235
a 78 47 840
a 78 48 141
a 78 49 5
a 78 52 56
a 78 53 37
a 78 54 578
a 78 56 631
a 78 57 265
a 78 59 59
a 78 61 294
a 78 63 319
a 78 64 484
a 78 68 917
a 78 69 487
a 78 70 797
a 78 73 657
a 78 76 172
a 78 77 461
a 78 87 843
a 78 88 583
a 78 89 567
a 78 91 519
a 78 93 841
a 78 96 934
a 78 97 778
a 78 99 650
a 79 1 207
a 79 2 376
a 79 4 179
a 79 11 551
a 79 13 355
a 79 15 795
a 79 18 794
a 79 19 189
a 79 21 25
a 79 22 791
a 79 23 763
a 79 25 315
a 79 26 367
a 79 28 614
a 79 29 973
a 79 30 258
a 79 31 931
a 79 32 233
a 79 36 676
a 79 38 886
a 79 39 834
a 79 40 486
a 79 47 116
a 79 50 16
a 79 53 11
a 79 54 751
a 79 55 190
a 79 56 263
a 79 60 257
a 79 62 25
a 79 63 756
a 79 64 144
a 79 65 573
a 79 67 330
a 79 69 439
a 79 72 4
a 79 73 535
a 79 74 765
a 79 75 165
a 79 78 660
a 79 80 231
a 79 81 494
a 79 84 303
a 79 91 830
a 79 94 293
a 79 96 338
a 79 98 369
a 79 99 260
a 80 4 303
a 80 5 68
a 80 8 306
a 80 12 93
a 80 13 197
a 80 14 413
a 80 15 945
a 80 16 126
a 80 17 87
a 80 19 486
a 80 21 862
a 80 22 605
a 80 23 834
a 80 24 460
a 80 25 735
a 80 26 860
a 80 30 272
a 80 32 122
a 80 33 384
a 80 36 482
a 80 37 104
a 80 41 302
a 80 43 305
a 80 45 403
a 80 48 838
a 80 49 58
a 80 50 497
a 80 51 565
a 80 52 553
a 80 54 178
a 80 55 994
a 80 56 724
a 80 57 481
a 80 58 540
a 80 60 890
a 80 61 642
a 80 62 735
a 80 63 456
a 80 70 61
a 80 71 688
a 80 72 463
a 80 74 878
a 80 77 23
a 80 81 461
a 80 87 933
a 80 90 829
a 80 95 808
a 80 97 990
a 80 100 154
a 81 4 200
a 81 5 706
a 81 6 167
a 81 8 954
a 81 9 746
a 81 10 478
a 81 15 119
a 81 17 695
a 81 19 972
a 81 21 909
a 81 23 813
a 81 24 217
a 81 27 645
a 81 29 367
a 81 31 792
a 81 34 100
a 81 36 839
a 81 40 897
a 81 41 370
a 81 42 788
a 81 43 245
a 81 45 208
a 81 47 352
a 81 48 222
a 81 49 305
a 81 51 133
a 81 52 267
a 81 53 84
a 81 55 184
a 81 56 51
a 81 57 959
a 81 61 129
a 81 64 115
a 81 65 866
a 81 70 408
a 81 72 663
a 81 75 695
a 81 80 207
a 81 82 611
a 81 84 822
a 81 87 464
a 81 88 499
a 81 90 206
a 81 91 598
a 81 94 941
a 81 97 64
a 81 99 740
a 81 100 144
a 82 1 814
a 82 4 841
a 82 5 298
a 82 6 776
a 82 7 543
a 82 8 150
a 82 9 352
a 82 11 76
a 82 13 877
a 82 16 990
a 82 17 821
a 82 18 355
a 82 19 970
a 82 20 589
a 82 22 120
a 82 24 736
a 82 30 962
a 82 33 50
a 82 34 701
a 82 36 213
a 82 38 695
a 82 41 704
a 82 44 478
a 82 45 881
a 82 46 788
a 82 48 744
a 82 49 189
a 82 51 572
a 82 53 144
a 82 55 829
a 82 58 519
a 82 60 66
a 82 61 607
a 82 65 441
a 82 66 356
a 82 67 488
a 82 70 35
a 82 72 807
a 82 73 825
a 82 74 612
a 82 77 925
a 82 78 62
a 82 79 655
a 82 80 935
a 82 83 177
a 82 87 670
a 82 89 153
a 82 90 342
a 82 92 865
a 82 94 514
a 82 95 961
a 82 100 682
a 83 2 146
a 83 5 62
a 83 8 271
a 83 10 176
a 83 11 473
a 83 16 993
a 83 18 727
a 83 20 782
a 83 22 808
a 83 23 715
a 83 24 770
a 83 28 712
a 83 29 861
a 83 36 333
a 83 37 166
a 83 40 676
a 83 43 798
a 83 44 667
a 83 45 128
a 83 46 573
a 83 47 591
a 83 48 305
a 83 49 202
a 83 51 192
a 83 52 811
a 83 54 931
a 83 55 451
a 83 57 688
a 83 58 135
a 83 60 464
a 83 64 267
a 83 65 957
a 83 67 509
a 83 68 66
a 83 71 204
a 83 73 235
a 83 77 205
a 83 79 43
a 83 84 123
a 83 85 425
a 83 86 873
a 83 89 487
a 83 90 971
a 83 92 189
a 83 95 558
a 83 96 396
a 84 1 848
a 84 2 911
a 84 4 661
a 84 7 317
a 84 9 636
a 84 11 657
a 84 14 144
a 84 15 971
a 84 16 425
a 84 17 627
a 84 18 288
a 84 19 258
a 84 20 31
a 84 22 249
a 84 26 796
a 84 31 639
a 84 33 39
a 84 34 672
a 84 35 62
a 84 39 411
a 84 44 470
a 84 46 229
a 84 49 330
a 84 50 203
a 84 55 12
a 84 56 106
a 84 59 176
a 84 66 948
a 84 69 448
a 84 70 238
a 84 73 772
a 84 75 604
a 84 77 372
a 84 78 361
a 84 80 340
a 84 83 0
a 84 85 508
a 84 86 949
a 84 90 129
a 84 93 56
a 84 94 735
a 84 97 7
a 84 98 865
a 84 100 5
a 85 4 728
a 85 5 413
a 85 6 120
a 85 7 134
a 85 8 723
a 85 9 990
a 85 12 391
a 85 13 880
a 85 15 845
a 85 16 295
a 85 17 27
a 85 18 962
a 85 20 329
a 85 21 310
a 85 23 941
a 85 25 558
a 85 27 325
a 85 32 889
a 85 33 447
a 85 35 438
a 85 39 840
a 85 45 849
a 85 47 734
a 85 49 281
a 85 53 47
a 85 54 834
a 85 55 582
a 85 61 881
a 85 62 526
a 85 63 889
a 85 67 430
a 85 68 687
a 85 69 467
a 85 70 251
a 85 75 904
a 85 76 180
a 85 77 900
a 85 79 921
a 85 87 236
a 85 89 8
a 85 90 36
a 85 92 823
a 85 93 16
a 85 94 547
a 85 95 827
a 85 96 734
a 85 97 889
a 85 99 807
a 85 100 714
a 86 2 589
a 86 3 664
a 86 6 709
a 86 10 864
a 86 11 505
a 86 12 869
a 86 13 295
a 86 14 262
a 86 15 512
a 86 21 768
a 86 22 775
a 86 24 238
a 86 28 265
a 86 29 471
a 86 30 691
a 86 32 742
a 86 33 817
a 86 36 70
a 86 38 726
a 86 39 241
a 86 40 238
a 86 42 946
a 86 44 463
a 86 47 397
a 86 50 429
a 86 53 684
a 86 58 128
a 86 59 173
a 86 60 589
a 86 61 931
a 86 64 527
a 86 66 757
a 86 67 511
a 86 68 552
a 86 69 56
a 86 70 974
a 86 71 597
a 86 72 122
a 86 77 538
a 86 80 418
a 86 81 850
a 86 85 653
a 86 88 395
a 86 90 222
a 86 91 101
a 86 92 747
a 86 97 753
a 86 98 702
a 86 100 846
a 87 1 595
a 87 2 246
a 87 4 245
a 87 6 321
a 87 7 393
a 87 8 744
a 87 10 579
a 87 11 635
a 87 13 661
a 87 15 372
a 87 17 460
a 87 18 971
a 87 20 841
a 87 21 449
a 87 25 778
a 87 26 889
a 87 28 865
a 87 30 564
a 87 31 131
a 87 34 439
a 87 37 799
a 87 38 429
a 87 40 263
a 87 41 372
a 87 42 950
a 87 46 309
a 87 49 560
a 87 50 486
a 87 53 545
a 87 54 728
a 87 57 549
a 87 58 456
a 87 59 699
a 87 62 55
a 87 64 74
a 87 65 572
a 87 70 942
a 87 71 240
a 87 73 69
a 87 74 121
a 87 75 250
a 87 81 573
a 87 82 268
a 87 85 234
a 87 88 831
a 87 92 94
a 87 93 849
a 87 96 317
a 87 97 57
a 87 99 155
a 88 1 643
a 88 2 469
a 88 4 900
a 88 9 874
a 88 10 739
a 88 12 784
a 88 14 321
a 88 15 111
a 88 19 852
a 88 24 367
a 88 25 43
a 88 26 789
a 88 27 368
a 88 28 221
a 88 30 841
a 88 32 736
a 88 33 704
a 88 34 291
a 88 35 709
a 88 37 630
a 88 38 307
a 88 39 833
a 88 40 763
a 88 41 362
a 88 43 404
a 88 47 797
a 88 49 736
a 88 50 869
a 88 51 536
a 88 52 756
a 88 55 813
a 88 56 289
a 88 58 332
a 88 60 886
a 88 64 166
a 88 65 244
a 88 66 433
a 88 70 679
a 88 71 705
a 88 72 552
a 88 73 687
a 88 74 131
a 88 75 305
a 88 76 395
a 88 80 457
a 88 81 531
a 88 84 574
a 88 86 526
a 88 89 330
a 88 91 75
a 88 93 965
a 88 94 153
a 88 96 457
a 88 99 835
a 88 100 750
a 89 3 463
a 89 5 424
a 89 10 229
a 89 12 599
a 89 13 30
a 89 15 126
a 89 16 497
a 89 18 248
a 89 19 406
a 89 20 764
a 89 21 675
a 89 24 758
a 89 25 927
a 89 26 115
a 89 29 344
a 89 32 171
a 89 34 355
a 89 36 268
a 89 37 896
a 89 40 863
a 89 41 635
a 89 44 691
a 89 48 930
a 89 53 628
a 89 54 653
a 89 59 968
a 89 62 195
a 89 63 221
a 89 65 115
a 89 66 105
a 89 68 163
a 89 69 878
a 89 74 477
a 89 76 615
a 89 80 593
a 89 81 561
a 89 82 446
a 89 84 828
a 89 88 368
a 89 91 363
a 89 92 417
a 89 96 476
a 89 98 727
a 90 2 968
a 90 3 99
a 90 6 910
a 90 9 113
a 90 13 538
a 90 14 400
a 90 16 649
a 90 17 839
a 90 20 39
a 90 21 370
a 90 23 573
a 90 24 731
a 90 26 913
a 90 28 306
a 90 29 55
a 90 30 486
a 90 31 53
a 90 33 891
a 90 35 370
a 90 38 760
a 90 40 915
a 90 43 613
a 90 44 99
a 90 46 262
a 90 47 22
a 90 49 89
a 90 52 787
a 90 56 24
a 90 58 75
a 90 61 790
a 90 63 119
a 90 67 697
a 90 69 204
a 90 72 33
a 90 73 350
a 90 77 223
a 90 78 732
a 90 81 548
a 90 83 612
a 90 84 45
a 90 85 939
a 90 86 248
a 90 88 690
a 90 91 54
a 90 93 816
a 90 96 518
a 90 98 612
a 90 99 580
a 91 4 251
a 91 7 67
a 91 8 966
a 91 10 819
a 91 12 529
a 91 20 946
a 91 21 997
a 91 23 45
a 91 24 907
a 91 25 482
a 91 29 151
a 91 31 171
a 91 32 63
a 91 35 153
a 91 38 854
a 91 40 34
a 91 41 926
a 91 42 86
a 91 46 576
a 91 48 203
a 91 50 26
a 91 53 542
a 91 54 314
a 91 56 809
a 91 61 531
a 91 64 407
a 91 68 245
a 91 69 243
a 91 70 122
a 91 71 576
a 91 73 33
a 91 75 852
a 91 76 540
a 91 77 273
a 91 78 776
a 91 81 61
a 91 82 361
a 91 83 557
a 91 84 558
a 91 85 201
a 91 86 852
a 91 87 649
a 91 89 505
a 91 90 559
a 91 94 252
a 91 95 990
a 91 99 184
a 91 100 523
a 92 1 405
a 92 5 582
a 92 7 834
a 92 8 48
a 92 9 68
a 92 10 391
a 92 11 954
a 92 13 68
a 92 14 731
a 92 15 298
a 92 22 647
a 92 26 694
a 92 27 851
a 92 28 837
a 92 31 721
a 92 32 979
a 92 34 707
a 92 36 90
a 92 37 146
a 92 38 16
a 92 39 632
a 92 41 91
a 92 43 811
a 92 47 431
a 92 48 645
a 92 49 994
a 92 50 615
a 92 51 258
a 92 53 470
a 92 54 260
a 92 55 156
a 92 58 520
a 92 59 221
a 92 60 120
a 92 62 144
a 92 63 890
a 92 64 733
a 92 65 818
a 92 68 711
a 92 70 874
a 92 72 313
a 92 75 83
a 92 79 948
a 92 81 344
a 92 82 721
a 92 83 725
a 92 85 688
a 92 86 129
a 92 88 541
a 92 89 174
a 92 93 396
a 92 95 548
a 92 96 627
a 92 100 686
a 93 4 240
a 93 9 31
a 93 11 97
a 93 13 254
a 93 14 150
a 93 17 962
a 93 19 528
a 93 20 311
a 93 21 357
a 93 22 849
a 93 23 238
a 93 24 561
a 93 25 180
a 93 26 635
a 93 28 34
a 93 31 539
a 93 34 51
a 93 35 798
a 93 36 93
a 93 37 108
a 93 38 666
a 93 41 514
a 93 42 549
a 93 44 824
a 93 47 885
a 93 48 808
a 93 49 692
a 93 54 237
a 93 55 961
a 93 56 905
a 93 58 761
a 93 60 948
a 93 61 483
a 93 62 717
a 93 63 587
a 93 66 140
a 93 73 203
a 93 76 448
a 93 83 644
a 93 84 142
a 93 91 424
a 93 92 64
a 93 94 961
a 93 98 583
a 93 99 699
a 93 100 593
a 94 1 173
a 94 4 341
a 94 5 252
a 94 7 402
a 94 8 259
a 94 9 403
a 94 11 992
a 94 12 156
a 94 13 336
a 94 15 471
a 94 17 230
a 94 19 412
a 94 21 548
a 94 23 563
a 94 24 605
a 94 25 522
a 94 26 388
a 94 27 438
a 94 32 636
a 94 34 238
a 94 35 715
a 94 36 549
a 94 37 973
a 94 40 19
a 94 43 518
a 94 44 154
a 94 45 810
a 94 47 504
a 94 48 612
a 94 49 691
a 94 52 431
a 94 53 974
a 94 54 270
a 94 56 835
a 94 57 402
a 94 58 350
a 94 65 929
a 94 66 728
a 94 67 681
a 94 70 209
a 94 74 277
a 94 75 264
a 94 76 158
a 94 78 872
a 94 79 664
a 94 80 298
a 94 81 995
a 94 83 750
a 94 86 556
a 94 87 669
a 94 88 87
a 94 91 39
a 94 96 572
a 94 99 749
a 94 100 697
a 95 1 691
a 95 2 166
a 95 4 351
a 95 5 783
a 95 6 633
a 95 11 378
a 95 15 160
a 95 18 656
a 95 19 967
a 95 23 394
a 95 25 687
a 95 26 258
a 95 27 150
a 95 28 489
a 95 29 300
a 95 31 141
a 95 32 399
a 95 33 964
a 95 34 197
a 95 35 148
a 95 37 81
a 95 38 154
a 95 39 882
a 95 40 591
a 95 41 384
a 95 43 755
a 95 46 123
a 95 48 528
a 95 50 447
a 95 52 353
a 95 53 6
a 95 55 351
a 95 57 521
a 95 58 607
a 95 59 227
a 95 62 497
a 95 66 146
a 95 67 247
a 95 68 421
a 95 69 832
a 95 70 669
a 95 71 559
a 95 76 963
a 95 77 495
a 95 78 604
a 95 79 389
a 95 80 149
a 95 82 536
a 95 84 790
a 95 88 734
a 95 91 8
a 95 92 81
a 95 93 160
a 95 96 185
a 95 100 554
a 96 1 925
a 96 7 425
a 96 8 173
a 96 15 833
a 96 18 392
a 96 21 761
a 96 26 702
a 96 27 90
a 96 28 38
a 96 30 5
a 96 31 686
a 96 33 975
a 96 36 749
a 96 38 95
a 96 39 857
a 96 40 275
a 96 41 55
a 96 44 435
a 96 45 330
a 96 47 518
a 96 48 475
a 96 49 869
a 96 50 965
a 96 54 211
a 96 55 750
a 96 56 481
a 96 57 492
a 96 60 427
a 96 64 85
a 96 67 830
a 96 68 861
a 96 70 819
a 96 72 352
a 96 73 562
a 96 74 715
a 96 75 907
a 96 76 801
a 96 77 278
a 96 78 338
a 96 81 780
a 96 82 892
a 96 84 598
a 96 86 982
a 96 88 742
a 96 93 926
a 96 95 194
a 96 98 160
a 96 100 141
a 97 1 635
a 97 3 956
a 97 4 728
a 97 6 663
a 97 7 40
a 97 8 412
a 97 10 939
a 97 13 404
a 97 14 594
a 97 15 55
a 97 18 476
a 97 22 469
a 97 24 773
a 97 25 693
a 97 26 514
a 97 27 92
a 97 31 987
a 97 32 355
a 97 33 480
a 97 39 20
a 97 40 850
a 97 46 927
a 97 48 408
a 97 51 853
a 97 52 793
a 97 59 909
a 97 60 593
a 97 62 287
a 97 63 981
a 97 64 227
a 97 65 350
a 97 66 119
a 97 67 315
a 97 68 190
a 97 69 274
a 97 70 957
a 97 71 422
a 97 74 419
a 97 75 514
a 97 77 893
a 97 79 37
a 97 80 353
a 97 81 424
a 97 82 773
a 97 83 499
a 97 84 720
a 97 86 115
a 97 92 811
a 97 94 792
a 97 96 196
a 97 98 45
a 97 99 581
a 97 100 32
a 98 2 702
a 98 3 272
a 98 4 560
a 98 5 471
a 98 7 327
a 98 9 567
a 98 13 540
a 98 14 816
a 98 15 753
a 98 16 97
a 98 19 94
a 98 21 51
a 98 23 870
a 98 24 785
a 98 25 861
a 98 26 46
a 98 28 889
a 98 31 961
a 98 32 182
a 98 33 691
a 98 35 173
a 98 36 395
a 98 39 84
a 98 40 946
a 98 44 219
a 98 45 313
a 98 50 104
a 98 53 36
a 98 56 208
a 98 58 630
a 98 61 540
a 98 62 163
a 98 63 9
a 98 64 919
a 98 65 657
a 98 67 768
a 98 68 971
a 98 69 634
a 98 70 674
a 98 72 603
a 98 73 740
a 98 74 904
a 98 76 440
a 98 77 479
a 98 81 310
a 98 82 295
a 98 83 744
a 98 87 185
a 98 89 732
a 98 94 523
a 98 97 238
a 98 99 200
a 98 100 378
a 99 1 469
a 99 4 81
a 99 5 351
a 99 6 927
a 99 7 625
a 99 15 40
a 99 16 51
a 99 19 707
a 99 23 917
a 99 33 397
a 99 35 234
a 99 36 830
a 99 39 6
a 99 42 798
a 99 43 151
a 99 44 409
a 99 48 406
a 99 49 863
a 99 52 495
a 99 54 243
a 99 55 485
a 99 59 511
a 99 60 575
a 99 63 840
a 99 64 682
a 99 65 42
a 99 66 140
a 99 67 885
a 99 68 817
a 99 69 495
a 99 70 674
a 99 74 200
a 99 75 554
a 99 76 414
a 99 78 74
a 99 80 500
a 99 84 502
a 99 85 778
a 99 86 789
a 99 89 717
a 99 92 656
a 99 93 97
a 99 97 661
a 100 3 849
a 100 5 552
a 100 6 719
a 100 8 211
a 100 9 75
a 100 10 897
a 100 12 510
a 100 13 571
a 100 14 932
a 100 16 741
a 100 17 585
a 100 19 357
a 100 20 84
a 100 21 580
a 100 24 40
a 100 26 20
a 100 28 782
a 100 30 615
a 100 31 174
a 100 32 774
a 100 33 680
a 100 34 900
a 100 36 629
a 100 37 812
a 100 39 994
a 100 41 915
a 100 43 563
a 100 45 511
a 100 46 113
a 100 48 10
a 100 50 878
a 100 52 487
a 100 53 466
a 100 54 442
a 100 55 996
a 100 57 831
a 100 58 152
a 100 59 544
a 100 61 525
a 100 65 768
a 100 66 323
a 100 67 877
a 100 68 433
a 100 69 227
a 100 76 271
a 100 77 796
a 100 79 316
a 100 81 768
a 100 82 152
a 100 87 400
a 100 88 161
a 100 90 214
a 100 91 476
a 100 94 587
a 100 95 121
a 100 96 388
